,loan_amnt,emp_length,home_ownership,annual_inc,loan_status,addr_state,dti,revol_util,total_acc,chargeoff_within_12_mths,pub_rec_bankruptcies,total_bal_ex_mort,approval
70269,12000.0,10.0,MORTGAGE,98000.0,Fully Paid,MN,10.01,41.9,33.0,0.0,0.0,19349.0,0
70270,20675.0,7.0,MORTGAGE,56000.0,Fully Paid,OR,16.18,83.0,14.0,0.0,0.0,30317.0,0
70271,15600.0,1.0,RENT,75000.0,Charged Off,CA,9.96,28.0,33.0,0.0,1.0,23662.0,1
70275,10750.0,5.0,RENT,50000.0,Fully Paid,CA,9.58,38.7,12.0,0.0,0.0,12362.0,0
70278,4000.0,10.0,RENT,47844.0,Fully Paid,TX,5.34,70.7,16.0,0.0,0.0,6643.0,0
70280,7200.0,10.0,RENT,53000.0,Charged Off,FL,25.63,51.2,28.0,0.0,1.0,47974.0,1
70282,26400.0,10.0,MORTGAGE,95000.0,Fully Paid,CO,14.41,71.3,25.0,0.0,0.0,37348.0,0
70284,10300.0,3.0,RENT,58000.0,Charged Off,WA,17.59,74.5,10.0,0.0,0.0,30449.0,1
70288,11100.0,10.0,OWN,36000.0,Fully Paid,HI,34.17,97.5,30.0,0.0,0.0,28743.0,0
70299,7200.0,5.0,RENT,36000.0,Fully Paid,PA,15.67,19.7,21.0,0.0,0.0,12901.0,0
70302,2400.0,1.0,RENT,36000.0,Fully Paid,IL,12.15,16.5,12.0,0.0,0.0,13010.0,0
70303,16000.0,7.0,RENT,36000.0,Fully Paid,IN,20.8,90.0,19.0,0.0,0.0,27776.0,0
70304,10000.0,3.0,RENT,52000.0,Fully Paid,NJ,12.23,33.3,35.0,0.0,1.0,18546.0,0
70305,5750.0,10.0,RENT,42000.0,Fully Paid,MI,13.8,76.6,11.0,0.0,0.0,15410.0,0
70306,6000.0,7.0,OWN,57000.0,Fully Paid,PA,16.27,47.4,27.0,0.0,0.0,22337.0,0
70308,12000.0,10.0,RENT,70000.0,Fully Paid,VA,14.69,22.2,12.0,0.0,0.0,38970.0,0
70310,20675.0,1.0,OWN,52000.0,Fully Paid,OH,31.48,24.0,31.0,0.0,0.0,45492.0,0
70311,10000.0,10.0,RENT,80683.0,Fully Paid,CA,11.9,43.0,26.0,0.0,0.0,17612.0,0
70313,10575.0,2.0,MORTGAGE,50000.0,Charged Off,CA,27.22,37.3,17.0,0.0,0.0,47875.0,1
70318,6000.0,2.0,RENT,40000.0,Fully Paid,CA,5.43,91.4,11.0,0.0,0.0,6492.0,0
70322,10950.0,2.0,MORTGAGE,100010.0,Fully Paid,CA,13.83,41.4,45.0,0.0,0.0,18930.0,0
70324,20000.0,8.0,RENT,76000.0,Charged Off,CA,24.27,58.6,16.0,0.0,0.0,34515.0,1
70328,12000.0,10.0,MORTGAGE,65000.0,Fully Paid,NY,20.77,94.2,17.0,0.0,0.0,23828.0,0
70330,7000.0,5.0,RENT,40000.0,Fully Paid,OH,26.88,42.5,29.0,0.0,0.0,31499.0,0
70331,14000.0,7.0,RENT,65000.0,Fully Paid,OH,16.34,47.7,26.0,0.0,0.0,41916.0,0
70332,10000.0,5.0,RENT,62400.0,Fully Paid,NY,6.54,24.9,31.0,0.0,1.0,13001.0,0
70333,6075.0,4.0,RENT,25000.0,Charged Off,OH,13.97,45.1,17.0,0.0,0.0,5994.0,1
70334,16450.0,9.0,RENT,38000.0,Fully Paid,NY,15.6,94.1,9.0,0.0,0.0,21527.0,0
70336,3600.0,5.0,MORTGAGE,50000.0,Charged Off,MD,4.34,54.2,7.0,0.0,0.0,4879.0,1
70337,15000.0,1.0,MORTGAGE,56000.0,Charged Off,MI,33.65,61.1,25.0,0.0,0.0,31279.0,1
70338,6800.0,1.0,RENT,30000.0,Fully Paid,PA,22.32,18.5,17.0,0.0,0.0,20657.0,0
70340,10000.0,5.0,RENT,70000.0,Fully Paid,FL,21.77,52.9,25.0,0.0,0.0,40639.0,0
70346,8000.0,10.0,MORTGAGE,98200.0,Fully Paid,TX,15.73,27.1,37.0,0.0,0.0,32789.0,0
70347,15000.0,3.0,RENT,85000.0,Fully Paid,CA,9.23,73.9,27.0,0.0,0.0,30491.0,0
70348,15000.0,10.0,MORTGAGE,100000.0,Fully Paid,OH,19.0,65.0,20.0,0.0,0.0,47703.0,0
70353,7000.0,1.0,RENT,32500.0,Fully Paid,NY,14.36,21.8,14.0,0.0,0.0,4719.0,0
70355,11500.0,3.0,RENT,35000.0,Fully Paid,NJ,27.95,33.1,27.0,0.0,0.0,32218.0,0
70356,10000.0,7.0,RENT,100000.0,Fully Paid,IL,2.99,55.1,10.0,0.0,0.0,10037.0,0
70359,10000.0,10.0,OWN,55000.0,Charged Off,NY,11.46,57.3,25.0,0.0,0.0,21423.0,1
70360,5600.0,10.0,OWN,60000.0,Fully Paid,CA,18.28,83.4,18.0,0.0,1.0,31736.0,0
70361,10000.0,1.0,RENT,38000.0,Fully Paid,CA,18.51,71.5,11.0,0.0,0.0,26713.0,0
70362,12800.0,2.0,RENT,55000.0,Fully Paid,CA,17.22,61.0,40.0,0.0,1.0,31758.0,0
70363,8400.0,2.0,RENT,58000.0,Fully Paid,FL,4.41,48.4,24.0,0.0,0.0,6936.0,0
70364,4500.0,1.0,RENT,62400.0,Fully Paid,TX,7.19,77.0,5.0,0.0,0.0,11449.0,0
70365,18000.0,10.0,RENT,47000.0,Fully Paid,CA,21.4,57.4,22.0,0.0,0.0,35783.0,0
70367,2100.0,7.0,MORTGAGE,40000.0,Fully Paid,NV,15.03,12.0,19.0,0.0,0.0,26697.0,0
70372,8000.0,1.0,RENT,24000.0,Fully Paid,AZ,31.4,59.1,18.0,0.0,0.0,24764.0,0
70376,15075.0,6.0,RENT,55000.0,Charged Off,VA,26.26,55.9,13.0,0.0,0.0,41535.0,1
70377,8000.0,10.0,MORTGAGE,105000.0,Fully Paid,NJ,5.66,33.3,29.0,0.0,0.0,8299.0,0
70379,7000.0,10.0,RENT,75000.0,Fully Paid,OR,5.46,73.7,9.0,0.0,1.0,11197.0,0
70385,14675.0,1.0,RENT,40000.0,Fully Paid,CA,34.35,60.5,17.0,0.0,0.0,17238.0,0
70389,4000.0,2.0,RENT,31000.0,Fully Paid,AZ,11.46,22.8,36.0,0.0,0.0,27593.0,0
70395,4500.0,10.0,RENT,56000.0,Fully Paid,CA,1.59,21.2,32.0,0.0,1.0,2330.0,0
70398,4200.0,4.0,RENT,36000.0,Fully Paid,HI,20.87,28.2,9.0,0.0,0.0,24744.0,0
70406,12000.0,10.0,OWN,46000.0,Fully Paid,KY,20.25,41.1,9.0,0.0,0.0,17800.0,0
70407,10000.0,1.0,RENT,60000.0,Fully Paid,CO,12.38,56.2,28.0,0.0,0.0,28178.0,0
70408,2900.0,1.0,RENT,38000.0,Fully Paid,OR,12.22,41.2,28.0,0.0,0.0,18439.0,0
70409,9125.0,2.0,RENT,80000.0,Fully Paid,CA,12.57,90.5,19.0,0.0,0.0,32835.0,0
70410,18000.0,6.0,RENT,60000.0,Fully Paid,CA,13.86,45.6,17.0,0.0,0.0,31778.0,0
70411,7300.0,10.0,MORTGAGE,46000.0,Fully Paid,OH,26.92,24.5,33.0,0.0,0.0,30928.0,0
70412,3000.0,9.0,RENT,50000.0,Charged Off,CA,20.08,87.8,28.0,0.0,0.0,23798.0,1
70414,1600.0,2.0,RENT,40000.0,Fully Paid,TX,9.9,87.0,12.0,0.0,0.0,15340.0,0
70415,3000.0,1.0,OWN,31000.0,Fully Paid,FL,26.25,58.1,16.0,0.0,0.0,48490.0,0
70417,3500.0,10.0,OWN,40000.0,Fully Paid,WI,29.88,26.0,20.0,0.0,1.0,23098.0,0
70420,16000.0,3.0,RENT,54000.0,Fully Paid,WA,7.91,88.2,15.0,0.0,0.0,10974.0,0
70421,11500.0,1.0,RENT,35000.0,Fully Paid,CA,12.48,57.0,18.0,0.0,0.0,14360.0,0
70428,9850.0,10.0,MORTGAGE,47000.0,Fully Paid,FL,17.65,56.3,9.0,0.0,1.0,39605.0,0
70429,35000.0,10.0,RENT,100000.0,Fully Paid,NY,16.1,74.5,32.0,0.0,0.0,37540.0,0
70431,20500.0,10.0,OWN,46000.0,Fully Paid,LA,28.07,76.6,20.0,0.0,0.0,15766.0,0
70434,2900.0,2.0,RENT,22000.0,Fully Paid,PA,13.69,59.0,11.0,0.0,0.0,7664.0,0
70437,14975.0,5.0,RENT,50000.0,Fully Paid,MN,18.96,72.2,16.0,0.0,0.0,48845.0,0
70441,11500.0,3.0,OWN,34000.0,Fully Paid,WI,9.64,62.2,25.0,0.0,0.0,13818.0,0
70443,10000.0,10.0,RENT,96000.0,Fully Paid,CA,9.16,85.9,21.0,0.0,0.0,11394.0,0
70444,13000.0,2.0,RENT,54000.0,Fully Paid,CA,5.62,60.5,28.0,0.0,1.0,7020.0,0
70447,6000.0,10.0,RENT,50000.0,Fully Paid,CA,25.76,19.9,45.0,0.0,0.0,27101.0,0
70453,4800.0,10.0,MORTGAGE,52000.0,Fully Paid,IL,11.24,87.4,11.0,0.0,0.0,23692.0,0
70454,10000.0,7.0,OWN,75000.0,Fully Paid,NY,16.4,32.5,39.0,0.0,0.0,24479.0,0
70455,10000.0,8.0,RENT,40000.0,Fully Paid,CA,23.88,65.5,18.0,0.0,1.0,13349.0,0
70458,10000.0,8.0,RENT,40722.0,Fully Paid,CA,13.76,76.8,9.0,0.0,0.0,16974.0,0
70459,32000.0,3.0,RENT,154000.0,Fully Paid,PA,8.67,46.5,46.0,0.0,0.0,42967.0,0
70461,23275.0,2.0,RENT,65000.0,Fully Paid,UT,24.1,63.9,23.0,0.0,0.0,44808.0,0
70462,35000.0,10.0,RENT,87000.0,Charged Off,NY,8.37,80.3,16.0,0.0,0.0,26421.0,1
70464,11350.0,1.0,OWN,33400.0,Fully Paid,KY,16.85,90.4,32.0,0.0,0.0,26462.0,0
70466,10975.0,3.0,RENT,32000.0,Fully Paid,CA,11.74,69.1,16.0,0.0,0.0,13406.0,0
70468,28000.0,3.0,MORTGAGE,136378.0,Fully Paid,CA,11.04,92.9,9.0,0.0,0.0,46202.0,0
70469,24000.0,1.0,RENT,100000.0,Fully Paid,CA,10.03,65.1,8.0,0.0,0.0,28490.0,0
70470,10500.0,3.0,RENT,30000.0,Fully Paid,CA,21.32,76.2,11.0,0.0,0.0,18565.0,0
70471,6000.0,4.0,RENT,76000.0,Fully Paid,AZ,14.78,41.9,27.0,0.0,0.0,19857.0,0
70474,12000.0,4.0,RENT,75000.0,Fully Paid,NY,12.21,26.7,22.0,0.0,0.0,18982.0,0
70475,15000.0,10.0,OWN,48000.0,Fully Paid,AL,11.78,54.2,15.0,0.0,0.0,16264.0,0
70478,24575.0,5.0,MORTGAGE,56000.0,Fully Paid,IL,28.83,85.2,28.0,0.0,1.0,45863.0,0
70479,7000.0,3.0,RENT,70000.0,Charged Off,CO,8.19,56.7,11.0,0.0,0.0,22030.0,1
70480,13800.0,4.0,RENT,62450.0,Fully Paid,WV,14.58,28.0,8.0,0.0,0.0,34329.0,0
70482,10000.0,3.0,RENT,75000.0,Fully Paid,IL,10.98,24.4,23.0,0.0,1.0,11008.0,0
70483,12000.0,2.0,MORTGAGE,70000.0,Fully Paid,VA,13.15,54.3,27.0,0.0,0.0,25922.0,0
70487,16000.0,3.0,RENT,60000.0,Fully Paid,GA,15.54,44.4,7.0,0.0,0.0,31792.0,0
70489,13750.0,10.0,RENT,150000.0,Fully Paid,WA,8.69,58.5,35.0,0.0,0.0,31020.0,0
70490,10000.0,1.0,RENT,44000.0,Fully Paid,TX,13.03,70.0,22.0,0.0,0.0,43652.0,0
70491,7500.0,2.0,RENT,31200.0,Fully Paid,CA,22.62,37.2,17.0,0.0,0.0,13206.0,0
70492,5300.0,1.0,OWN,45000.0,Fully Paid,NY,7.55,35.7,18.0,0.0,1.0,13151.0,0
70493,8000.0,1.0,RENT,25000.0,Fully Paid,AZ,10.85,52.0,6.0,0.0,0.0,21466.0,0
70494,9450.0,7.0,RENT,28500.0,Charged Off,FL,16.67,96.2,13.0,0.0,0.0,15301.0,1
70498,8875.0,10.0,RENT,26000.0,Charged Off,CA,14.17,79.7,6.0,0.0,0.0,8768.0,1
70500,16450.0,8.0,MORTGAGE,50000.0,Charged Off,TN,25.16,92.8,35.0,0.0,1.0,46923.0,1
70501,25000.0,10.0,OWN,80000.0,Fully Paid,WA,19.02,62.7,23.0,0.0,0.0,44002.0,0
70502,4000.0,2.0,RENT,35000.0,Fully Paid,WI,4.39,14.2,23.0,0.0,1.0,3581.0,0
70505,15000.0,10.0,OWN,44000.0,Fully Paid,OH,29.21,54.3,31.0,0.0,0.0,32461.0,0
70507,17825.0,1.0,RENT,65000.0,Fully Paid,WA,13.22,57.0,19.0,0.0,0.0,15830.0,0
70509,10000.0,4.0,RENT,65000.0,Charged Off,MA,14.64,16.8,15.0,0.0,0.0,30184.0,1
70511,1500.0,10.0,RENT,69000.0,Fully Paid,AZ,33.41,16.8,30.0,0.0,0.0,25748.0,0
70512,15000.0,5.0,RENT,75000.0,Fully Paid,CA,9.26,78.6,18.0,0.0,0.0,18775.0,0
70515,4000.0,10.0,RENT,30000.0,Fully Paid,NJ,13.84,23.7,13.0,0.0,0.0,7730.0,0
70516,15600.0,7.0,MORTGAGE,75000.0,Fully Paid,MO,6.77,27.6,31.0,0.0,0.0,17727.0,0
70517,6000.0,5.0,OWN,38000.0,Fully Paid,NJ,30.92,80.2,18.0,0.0,0.0,30089.0,0
70518,4000.0,10.0,RENT,30000.0,Fully Paid,WA,11.56,60.4,12.0,0.0,0.0,3202.0,0
70526,10000.0,10.0,MORTGAGE,51000.0,Charged Off,AZ,6.54,67.7,25.0,0.0,1.0,12047.0,1
70528,7000.0,5.0,RENT,30000.0,Fully Paid,NY,12.12,37.1,26.0,0.0,0.0,7867.0,0
70530,7200.0,7.0,MORTGAGE,25000.0,Charged Off,AZ,26.16,60.1,10.0,0.0,0.0,21887.0,1
70531,1000.0,5.0,RENT,45760.0,Charged Off,DC,13.04,79.2,17.0,0.0,0.0,20581.0,1
70535,11850.0,2.0,OWN,36000.0,Fully Paid,NY,19.5,44.1,25.0,0.0,0.0,12746.0,0
70536,9000.0,10.0,RENT,70000.0,Fully Paid,CA,15.86,28.3,26.0,0.0,0.0,30972.0,0
70538,6000.0,10.0,RENT,52000.0,Fully Paid,NY,7.09,35.9,34.0,0.0,1.0,5144.0,0
70540,25000.0,1.0,RENT,60000.0,Fully Paid,NY,15.18,49.0,24.0,0.0,0.0,37323.0,0
70541,14075.0,10.0,RENT,36000.0,Fully Paid,AZ,6.1,82.3,17.0,0.0,0.0,7323.0,0
70543,18000.0,1.0,RENT,78000.0,Fully Paid,NY,15.11,55.1,34.0,0.0,0.0,41995.0,0
70546,12000.0,10.0,RENT,42000.0,Charged Off,LA,22.4,66.6,16.0,0.0,1.0,10821.0,1
70551,8000.0,7.0,OWN,30000.0,Fully Paid,CA,10.04,38.7,9.0,0.0,0.0,10696.0,0
70554,16000.0,10.0,RENT,41600.0,Fully Paid,IL,29.63,70.6,15.0,0.0,0.0,34549.0,0
70555,4000.0,3.0,RENT,25000.0,Fully Paid,FL,19.54,85.5,12.0,0.0,0.0,14321.0,0
70557,8000.0,4.0,RENT,38000.0,Fully Paid,OH,25.55,37.1,19.0,0.0,0.0,18989.0,0
70558,20000.0,2.0,RENT,95000.0,Charged Off,MO,28.49,65.8,36.0,0.0,0.0,39849.0,1
70562,1200.0,10.0,RENT,69000.0,Fully Paid,MD,17.63,72.9,19.0,0.0,0.0,34183.0,0
70565,14000.0,6.0,MORTGAGE,52000.0,Charged Off,TX,25.35,29.3,17.0,0.0,0.0,34186.0,1
70568,13000.0,2.0,RENT,40000.0,Fully Paid,NY,18.82,31.7,32.0,0.0,0.0,44507.0,0
70570,15000.0,9.0,RENT,110000.0,Fully Paid,NY,9.37,30.2,11.0,0.0,0.0,32375.0,0
70572,15000.0,1.0,RENT,36000.0,Charged Off,FL,16.1,44.6,17.0,0.0,0.0,19324.0,1
70574,29100.0,2.0,OWN,66000.0,Charged Off,NJ,11.02,44.9,22.0,0.0,0.0,28093.0,1
70575,23100.0,9.0,RENT,52000.0,Fully Paid,MN,21.67,42.7,40.0,0.0,0.0,26277.0,0
70576,16000.0,10.0,RENT,78546.0,Fully Paid,CA,14.09,66.1,14.0,0.0,0.0,36789.0,0
70577,21000.0,10.0,OWN,85000.0,Fully Paid,FL,12.34,73.6,18.0,0.0,0.0,28802.0,0
70578,13200.0,5.0,OWN,70000.0,Fully Paid,IN,5.0,44.5,10.0,0.0,2.0,8936.0,0
70580,6725.0,1.0,MORTGAGE,70000.0,Fully Paid,WV,5.23,17.5,43.0,0.0,1.0,6042.0,0
70594,14400.0,6.0,RENT,65000.0,Fully Paid,PA,9.44,61.6,30.0,0.0,0.0,20512.0,0
70608,9750.0,1.0,RENT,41600.0,Fully Paid,CA,12.2,48.8,9.0,0.0,0.0,11909.0,0
70609,12000.0,1.0,RENT,42000.0,Fully Paid,NV,27.97,28.6,17.0,0.0,0.0,28340.0,0
70613,1500.0,10.0,RENT,40000.0,Fully Paid,LA,21.96,22.1,31.0,0.0,0.0,15845.0,0
70615,13750.0,1.0,RENT,42720.0,Fully Paid,MN,29.86,9.7,19.0,0.0,0.0,32005.0,0
70618,8400.0,6.0,RENT,50000.0,Fully Paid,GA,14.95,40.4,11.0,0.0,1.0,8572.0,0
70619,6400.0,1.0,RENT,31200.0,Fully Paid,FL,25.27,60.2,16.0,0.0,0.0,18488.0,0
70629,7200.0,4.0,RENT,72500.0,Fully Paid,NJ,11.34,41.3,38.0,0.0,1.0,11371.0,0
70630,15000.0,4.0,OWN,38000.0,Fully Paid,SC,26.66,45.2,22.0,0.0,0.0,46948.0,0
70636,17000.0,1.0,MORTGAGE,90000.0,Fully Paid,TX,14.29,57.3,25.0,0.0,0.0,30802.0,0
70638,14000.0,2.0,RENT,120000.0,Fully Paid,CA,9.17,31.9,13.0,0.0,1.0,24437.0,0
70639,11100.0,10.0,OWN,32000.0,Fully Paid,UT,18.3,60.9,16.0,0.0,0.0,13576.0,0
70640,21000.0,10.0,RENT,90000.0,Fully Paid,CT,12.01,95.7,19.0,0.0,0.0,27591.0,0
70643,15000.0,1.0,OWN,60000.0,Fully Paid,GA,13.45,35.1,12.0,0.0,0.0,24315.0,0
70647,9500.0,1.0,MORTGAGE,34000.0,Fully Paid,NV,8.12,24.9,10.0,0.0,0.0,9968.0,0
70652,8725.0,1.0,RENT,34000.0,Charged Off,CA,15.99,23.4,23.0,0.0,0.0,19904.0,1
70663,12000.0,2.0,RENT,87125.0,Fully Paid,WA,8.22,33.2,20.0,0.0,0.0,22207.0,0
70665,9450.0,9.0,RENT,27000.0,Fully Paid,CA,22.31,43.2,31.0,0.0,0.0,8237.0,0
70666,15000.0,10.0,RENT,36000.0,Charged Off,IL,16.97,65.7,12.0,0.0,1.0,23492.0,1
70667,7800.0,1.0,RENT,30000.0,Fully Paid,HI,22.72,66.0,16.0,0.0,0.0,23899.0,0
70669,6000.0,10.0,RENT,36000.0,Charged Off,NY,24.25,28.3,24.0,0.0,0.0,26378.0,1
70674,7200.0,9.0,RENT,50000.0,Charged Off,CA,8.04,80.5,17.0,0.0,1.0,7113.0,1
70678,12000.0,2.0,RENT,51500.0,Fully Paid,IL,14.53,64.6,17.0,0.0,0.0,18960.0,0
70682,7750.0,5.0,RENT,47000.0,Fully Paid,OR,16.09,55.0,15.0,0.0,0.0,15709.0,0
70684,4450.0,6.0,RENT,29000.0,Fully Paid,MN,19.5,74.3,17.0,0.0,1.0,10502.0,0
70689,5000.0,1.0,RENT,72000.0,Fully Paid,CA,8.88,61.5,15.0,0.0,0.0,35191.0,0
70690,10000.0,3.0,RENT,56000.0,Charged Off,CA,18.6,63.9,15.0,0.0,0.0,24277.0,1
70694,4650.0,4.0,RENT,62000.0,Fully Paid,MD,11.03,35.3,14.0,0.0,0.0,46761.0,0
70705,14000.0,10.0,RENT,52000.0,Fully Paid,CA,22.09,76.6,20.0,0.0,0.0,46537.0,0
70707,6000.0,10.0,OWN,45900.0,Fully Paid,MI,13.67,36.5,17.0,0.0,1.0,27402.0,0
70711,10000.0,1.0,RENT,95000.0,Fully Paid,CA,11.15,64.4,15.0,0.0,0.0,23044.0,0
70713,15000.0,6.0,RENT,86400.0,Fully Paid,FL,14.52,49.4,23.0,0.0,0.0,36801.0,0
70717,13000.0,3.0,RENT,56472.0,Fully Paid,TX,20.63,71.6,30.0,0.0,0.0,41656.0,0
70718,5000.0,2.0,OWN,66000.0,Fully Paid,AL,18.04,30.7,22.0,0.0,1.0,49102.0,0
70724,15025.0,10.0,MORTGAGE,91000.0,Fully Paid,CA,12.5,7.1,21.0,0.0,0.0,25909.0,0
70728,15000.0,6.0,OWN,48000.0,Fully Paid,TN,12.46,48.6,15.0,0.0,0.0,19376.0,0
70732,12200.0,1.0,RENT,58000.0,Fully Paid,CA,18.26,85.3,39.0,0.0,0.0,33535.0,0
70735,15000.0,8.0,RENT,80000.0,Fully Paid,CA,13.91,72.2,41.0,0.0,0.0,43706.0,0
70739,15000.0,10.0,RENT,90000.0,Fully Paid,LA,18.97,55.7,40.0,0.0,0.0,34607.0,0
70741,9125.0,2.0,RENT,40148.72,Fully Paid,IL,13.71,52.9,22.0,0.0,0.0,8572.0,0
70742,3900.0,4.0,RENT,65000.0,Fully Paid,CA,3.53,77.1,8.0,0.0,1.0,4164.0,0
70755,3000.0,10.0,RENT,95000.0,Fully Paid,CA,20.28,89.7,20.0,0.0,0.0,47785.0,0
70756,4375.0,1.0,MORTGAGE,20000.0,Fully Paid,OH,7.95,73.0,20.0,0.0,0.0,6574.0,0
70761,5000.0,6.0,RENT,50000.0,Fully Paid,IL,15.48,26.8,18.0,0.0,0.0,37664.0,0
70763,10500.0,3.0,RENT,30160.0,Fully Paid,NY,33.66,49.0,19.0,0.0,0.0,23407.0,0
70765,22000.0,2.0,MORTGAGE,73000.0,Fully Paid,TX,20.93,51.5,18.0,0.0,1.0,41512.0,0
70770,10000.0,10.0,RENT,65000.0,Fully Paid,CA,23.36,67.9,18.0,0.0,0.0,10621.0,0
70774,10625.0,3.0,RENT,32000.0,Fully Paid,CA,14.63,46.8,21.0,0.0,0.0,13987.0,0
70775,10000.0,5.0,MORTGAGE,36000.0,Fully Paid,CA,26.38,39.2,14.0,0.0,0.0,32738.0,0
70777,20000.0,1.0,RENT,77500.0,Charged Off,NJ,9.55,44.1,21.0,0.0,1.0,26082.0,1
70778,8000.0,10.0,MORTGAGE,40000.0,Fully Paid,OK,19.42,26.7,21.0,0.0,0.0,23654.0,0
70779,16950.0,10.0,RENT,38000.0,Fully Paid,CA,25.46,92.7,10.0,0.0,0.0,37971.0,0
70780,11200.0,10.0,RENT,45000.0,Fully Paid,MA,22.99,91.4,15.0,0.0,0.0,23729.0,0
70785,4700.0,6.0,RENT,20000.0,Fully Paid,NY,20.47,52.8,22.0,0.0,0.0,4700.0,0
70787,15000.0,7.0,RENT,92000.0,Fully Paid,NV,16.52,59.6,25.0,0.0,0.0,32137.0,0
70788,29175.0,10.0,MORTGAGE,65000.0,Fully Paid,TX,9.53,46.4,21.0,0.0,0.0,16476.0,0
70789,17000.0,8.0,RENT,60000.0,Charged Off,CA,9.07,64.4,16.0,0.0,0.0,13644.0,1
70791,26925.0,10.0,RENT,65000.0,Fully Paid,NY,22.1,42.4,37.0,0.0,0.0,24400.0,0
70795,6000.0,8.0,OWN,50000.0,Fully Paid,NM,21.0,49.0,25.0,0.0,0.0,37784.0,0
70796,4000.0,8.0,RENT,28000.0,Charged Off,CA,13.2,59.6,13.0,0.0,0.0,3595.0,1
70797,9250.0,7.0,MORTGAGE,30000.0,Fully Paid,MI,12.68,48.6,19.0,0.0,0.0,9897.0,0
70800,10000.0,10.0,RENT,50000.0,Fully Paid,HI,8.22,48.1,35.0,0.0,1.0,10625.0,0
70804,10800.0,10.0,OWN,58865.0,Fully Paid,OH,11.72,29.2,32.0,0.0,1.0,22430.0,0
70805,9250.0,10.0,RENT,42000.0,Charged Off,CO,7.43,76.2,19.0,0.0,1.0,9301.0,1
70807,8725.0,1.0,RENT,29000.0,Fully Paid,CA,7.41,11.1,29.0,0.0,0.0,18332.0,0
70812,3200.0,4.0,RENT,25000.0,Fully Paid,NY,12.0,56.1,18.0,0.0,0.0,7175.0,0
70813,2650.0,1.0,RENT,40000.0,Fully Paid,MO,20.13,88.7,9.0,0.0,1.0,27113.0,0
70814,3050.0,10.0,RENT,42000.0,Fully Paid,CA,18.54,68.1,40.0,0.0,0.0,8024.0,0
70815,15000.0,6.0,RENT,72000.0,Fully Paid,NY,8.68,80.2,20.0,0.0,0.0,12227.0,0
70816,13000.0,1.0,MORTGAGE,41000.0,Fully Paid,CA,11.69,86.0,20.0,0.0,0.0,15541.0,0
70818,9600.0,2.0,MORTGAGE,40000.0,Charged Off,TX,12.51,55.5,16.0,0.0,0.0,20097.0,1
70819,14400.0,4.0,RENT,50000.0,Fully Paid,FL,31.2,51.5,19.0,0.0,1.0,38541.0,0
70820,12000.0,10.0,MORTGAGE,72000.0,Fully Paid,AL,16.7,34.1,27.0,0.0,0.0,47128.0,0
70821,12800.0,10.0,RENT,110000.0,Charged Off,NV,16.91,69.2,27.0,0.0,0.0,32439.0,1
70827,10000.0,10.0,MORTGAGE,55000.0,Fully Paid,FL,19.22,92.4,16.0,0.0,0.0,42799.0,0
70829,12000.0,8.0,RENT,82000.0,Fully Paid,NY,14.24,48.8,14.0,0.0,1.0,22453.0,0
70831,7500.0,7.0,RENT,46800.0,Charged Off,MI,9.36,45.1,16.0,0.0,0.0,18808.0,1
70834,11625.0,1.0,RENT,45000.0,Fully Paid,AL,22.85,82.8,12.0,0.0,0.0,44602.0,0
70843,8500.0,1.0,RENT,30000.0,Fully Paid,CA,8.33,89.0,14.0,0.0,0.0,8454.0,0
70845,3300.0,3.0,MORTGAGE,42000.0,Fully Paid,CA,21.49,78.1,18.0,0.0,0.0,25211.0,0
70846,4950.0,5.0,RENT,35000.0,Fully Paid,NY,12.0,48.3,20.0,0.0,0.0,14177.0,0
70847,18000.0,10.0,OWN,46400.0,Fully Paid,NY,29.22,70.3,22.0,0.0,1.0,28315.0,0
70848,2000.0,10.0,RENT,35832.0,Fully Paid,PA,23.17,89.5,18.0,0.0,0.0,20237.0,0
70849,9000.0,1.0,RENT,30000.0,Fully Paid,NC,24.56,42.0,24.0,0.0,0.0,26055.0,0
70855,10225.0,2.0,RENT,65000.0,Fully Paid,IL,4.54,52.6,24.0,0.0,0.0,10182.0,0
70856,12300.0,2.0,MORTGAGE,60000.0,Fully Paid,CO,17.18,45.4,24.0,0.0,0.0,21463.0,0
70858,16000.0,2.0,RENT,80000.0,Fully Paid,NY,9.27,89.1,17.0,0.0,0.0,36408.0,0
70859,7550.0,1.0,RENT,34000.0,Charged Off,FL,3.18,34.6,23.0,0.0,0.0,39563.0,1
70865,16000.0,5.0,RENT,58000.0,Charged Off,CA,14.57,59.7,16.0,0.0,0.0,33220.0,1
70866,20000.0,10.0,RENT,60000.0,Fully Paid,CT,5.58,90.0,20.0,0.0,0.0,14667.0,0
70867,7200.0,6.0,RENT,51000.0,Fully Paid,FL,19.55,41.7,19.0,0.0,0.0,24589.0,0
70869,22750.0,10.0,MORTGAGE,52000.0,Fully Paid,SC,21.37,56.1,35.0,0.0,0.0,32524.0,0
70873,3600.0,1.0,OWN,30000.0,Fully Paid,WA,4.2,87.2,3.0,0.0,0.0,3923.0,0
70875,17000.0,8.0,RENT,48000.0,Fully Paid,IN,18.14,64.6,12.0,0.0,0.0,25760.0,0
70879,18725.0,5.0,OWN,42000.0,Fully Paid,TN,20.63,56.3,8.0,0.0,0.0,22531.0,0
